customerID,SeniorCitizen,Partner,tenure,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,StreamingTV_No internet service,StreamingTV_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
6047-YHPVI,0,0,-1.102211905135709,1,0.16294493988717015,-0.8659643513112819,1,1,0,0,0,0,0,0,0,0,1,0
6572-ADKRS,0,0,0.5823473333093268,1,0.3363918500572273,0.5599992891274476,0,1,0,0,0,0,0,0,0,0,1,0
5380-WJKOV,0,0,0.0893056049839504,1,1.4093820492465037,0.5604185084931764,1,1,0,0,0,0,1,0,0,0,1,0
8865-TNMNX,0,1,-0.6584743496428703,0,-0.9593585965073188,-0.7958885247031027,0,0,0,0,0,0,0,1,0,0,0,1
9489-DEDVP,0,1,1.5684307899600796,1,0.14594034085089003,1.1442807640679995,0,0,0,0,1,0,1,0,1,1,0,0
9867-JCZSP,0,1,-0.6091701768103328,0,-0.9784037474279526,-0.8212402642411374,0,0,1,1,0,1,0,1,0,0,1,0
4671-VJLCL,0,0,1.0918237859122155,1,0.6261502176354407,1.1394707734506873,0,0,0,0,1,0,1,0,1,1,0,0
4080-IIARD,0,1,-0.7735174195854582,1,0.3840047273588119,-0.5727093728952525,0,0,0,0,1,0,1,0,0,0,1,0
3714-NTNFO,0,0,0.7056077653906708,1,0.6662810713610621,0.7181553108930104,0,1,0,0,0,0,0,0,0,0,1,0
5948-UJZLF,0,0,-1.2254723372170533,0,-0.5325431606966875,-0.9630026023889809,0,0,0,0,0,0,0,0,0,0,0,1
7760-OYPDY,0,0,-1.2254723372170533,1,0.5353456587817053,-0.9421960833425348,1,1,0,0,0,0,1,0,0,0,1,0
7639-LIAYI,0,0,0.8288681974720149,1,0.5047373805164007,0.8554386210806967,0,0,0,0,1,0,1,0,1,1,0,0
2954-PIBKO,0,1,1.5273439792662982,1,-0.025806109415539253,0.8714572136869745,0,0,0,0,1,0,0,0,1,1,0,0
8012-SOUDQ,1,0,0.4590869012279827,1,0.8618339602782836,0.688170094154813,0,1,0,0,0,0,1,0,0,0,1,0
9420-LOJKX,0,0,0.3358264691466386,1,1.1628153632204419,-0.3763602604940602,1,1,0,0,1,0,1,0,0,0,1,0
6575-SUVOI,1,1,-0.28047569126008187,1,0.156143100272658,-0.23239150463185326,0,0,0,0,1,0,1,0,0,1,0,0
7495-OOKFY,1,1,-0.978951473054365,1,0.5353456587817053,-0.7263422383463708,1,1,0,0,0,0,0,0,0,1,0,0
4667-QONEA,0,1,1.1575626830222658,1,0.33809230996085526,0.960706810232971,0,0,0,0,1,0,0,1,0,1,0,0
1658-BYGOY,1,0,-0.5680833661165514,1,1.0386817902555971,-0.2324356329861406,1,1,0,0,0,0,1,0,0,0,1,0
8769-KKTPH,0,1,1.28082311510361,1,0.9420956677295254,1.7792215897303332,0,1,0,0,1,0,1,1,0,0,1,0
5067-XJQFU,1,1,1.4040835471849542,1,1.4808013651988807,2.116869692559353,0,1,0,0,0,0,1,1,0,0,1,0
3957-SQXML,0,1,0.0893056049839504,0,-0.7012287831365862,-0.6111672336566052,0,0,1,1,0,1,0,0,1,1,0,0
5954-BDFSG,0,0,1.6506044113476424,1,1.4484926270299483,2.459901454611419,0,1,0,0,0,0,1,0,1,1,0,0
0434-CSFON,0,1,0.6234341440031081,1,1.2104282405220264,1.0713586586082917,0,1,0,0,0,0,1,0,0,0,1,0
1215-FIGMP,0,0,1.1575626830222658,1,0.8499307409528877,1.399497101088405,0,1,0,0,0,0,1,0,0,0,1,0
0526-SXDJP,0,1,0.680955678974402,0,-0.022745281589008712,0.301274747941204,0,0,0,0,1,0,0,0,1,0,0,0
0557-ASKVU,0,1,-0.6420396253653579,1,-0.35739579062300214,-0.5834546271642019,0,0,0,0,0,0,0,1,0,0,1,0
5698-BQJOH,0,0,-0.9378646623605836,0,1.002972132279409,-0.6275167889200375,1,1,0,0,0,0,1,0,0,0,1,0
5122-CYFXA,0,0,-1.184385526523272,1,0.3533964490935075,-0.898089793232412,0,0,0,0,0,0,1,0,0,0,1,0
8627-ZYGSZ,0,1,0.6234341440031081,1,0.4758295621547247,0.6050322746776029,0,1,0,0,0,0,0,1,0,0,1,0
3410-YOQBQ,0,0,-0.03395482709739368,0,0.4884129654415722,0.09616615721398927,0,0,0,0,0,0,1,0,1,0,0,1
3170-NMYVV,0,1,0.7466945760844522,0,-1.5222108246081913,-0.5950162559874657,0,0,1,1,0,1,0,0,1,0,0,0
7410-OIEDU,0,0,-0.8967778516668024,1,0.5081383003236566,-0.6142341542795703,0,1,0,0,1,0,0,0,0,0,0,1
2273-QCKXA,0,0,-1.2665591479108347,0,-0.5393450003111996,-0.9841621482697251,0,0,0,0,0,0,0,0,0,0,0,1
0731-EBJQB,0,1,0.8288681974720149,1,-0.8090379410266025,-0.5245212100135574,0,0,1,1,0,1,0,1,0,0,1,0
1891-QRQSA,1,1,1.3219099257973914,1,1.587930339127445,2.1268647648054184,0,1,0,0,1,0,1,0,0,0,0,0
8028-PNXHQ,0,1,1.2397363044098286,1,-1.3827731125106941,-0.37715457087123105,0,0,1,1,0,1,0,0,1,0,0,0
5630-AHZIL,0,0,-1.184385526523272,1,-0.013902890090143352,-0.9275234055420186,0,0,0,0,1,0,0,0,0,0,0,0
2673-CXQEU,1,0,0.9932154402471404,0,1.550520221247629,1.7034532054190967,0,1,0,0,1,0,1,1,0,0,1,0
6416-JNVRK,0,0,0.5823473333093268,0,-0.3148842930323018,0.18073814820553555,0,0,0,0,0,0,0,0,0,1,0,0
5590-ZSKRV,0,1,-0.978951473054365,0,-0.34889349110486206,-0.7929981174972868,0,1,0,0,0,0,0,0,0,0,0,1
0191-ZHSKZ,1,0,-0.07504163779117505,1,0.33469139015359944,-0.07412516198057195,0,0,0,0,1,0,1,0,0,0,1,0
3887-PBQAO,0,1,0.5412605226155454,1,-1.3266579356909698,-0.46894154778874536,0,0,1,1,0,1,0,1,0,0,1,0
5919-TMRGD,0,0,-1.2665591479108347,1,0.4911337012873765,-0.9707912569206835,1,1,0,0,0,0,1,0,0,0,1,0
8108-UXRQN,0,1,-0.855691040973021,0,-0.48833120320235923,-0.7563274550845683,0,0,0,0,0,0,1,0,0,0,1,0
9191-MYQKX,0,1,-1.0200382837481463,1,0.3482950693826237,-0.7865333135942022,1,1,0,0,0,0,0,0,0,0,0,0
9919-YLNNG,0,0,0.4180000905342013,1,0.9478772314018611,0.9038474257338279,0,1,0,0,0,0,1,0,0,0,1,0
0318-ZOPWS,0,1,0.7056077653906708,1,-1.5222108246081913,-0.5762837695925211,0,0,1,1,0,1,0,0,1,0,0,0
4445-ZJNMU,0,0,-0.9378646623605836,1,1.1696172028349539,-0.6003778510333686,0,1,0,0,0,0,1,0,0,1,0,0
4808-YNLEU,0,1,0.13039241567773177,1,-0.09382450556066003,-0.028165480990384063,0,0,0,0,0,0,1,0,0,0,0,0
1862-QRWPE,0,1,0.6645209546968894,0,-0.619266615781716,-0.5393704012312226,0,0,1,1,0,1,0,0,1,0,0,0
2796-NNUFI,0,0,-0.617387538949089,1,-1.5290126642227033,-0.5966931334503819,0,0,1,1,0,1,0,0,1,0,1,0
3016-KSVCP,0,1,-0.11612844848495642,0,-0.765846259474451,-0.5604416904033924,0,0,0,0,0,0,1,0,0,0,0,1
4767-HZZHQ,0,1,-0.07504163779117505,0,0.5829585360832893,0.12837985584369382,0,1,0,0,0,0,0,0,0,0,0,0
2424-WVHPL,1,0,-1.2665591479108347,0,0.3329909302499715,-0.9728432253950414,0,1,0,0,0,0,0,0,0,0,1,0
7233-PAHHL,0,1,1.4040835471849542,1,0.6492764723247819,1.5157973788124959,0,0,0,0,1,0,1,0,1,0,1,0
6067-NGCEU,0,0,1.4533877200174918,1,1.569225280187537,2.1303950331483996,0,1,0,0,1,0,1,0,0,1,0,0
9848-JQJTX,0,0,1.6506044113476424,1,1.2240319197510507,2.285748904416722,0,1,0,0,0,0,1,0,1,0,0,0
8637-XJIVR,0,0,-0.8146042302792396,1,0.47753002205835265,-0.5965828125646637,1,1,0,0,1,0,0,0,0,0,1,0
9803-FTJCG,0,1,1.609517600653861,1,0.0660187253803731,1.0897160539917943,0,0,0,0,1,0,0,1,0,1,0,0
0278-YXOOG,0,0,-1.102211905135709,0,-1.4916025463428872,-0.9555669746915766,1,0,1,1,0,1,0,0,0,0,0,1
3212-KXOCR,0,0,0.8288681974720149,0,-1.4933030062465151,-0.5172179673790148,0,0,1,1,0,1,0,0,0,0,1,0
4598-XLKNJ,1,1,-0.11612844848495642,1,1.1424098443769057,0.10380036250568646,1,1,0,0,0,0,1,0,0,0,1,0
6380-ARCEH,0,0,-1.2665591479108347,0,-1.5205103647045632,-0.9968931784816016,0,0,1,1,0,1,0,0,0,0,0,1
3679-XASPY,0,1,-1.2665591479108347,0,-1.5460172632589835,-0.9972241411387562,0,0,1,1,0,1,0,0,0,0,1,0
7123-WQUHX,0,0,0.2536528477590759,0,1.0233776511229449,0.5852848361340511,0,1,0,0,0,0,1,1,0,0,0,0
5386-THSLQ,1,1,1.4040835471849542,0,-0.6583771935651606,0.3300684991136454,0,0,0,0,0,0,1,1,0,0,0,0
3192-NQECA,0,1,1.609517600653861,1,1.5335156222113489,2.353177029767665,1,1,0,0,0,0,1,0,1,0,0,0
6180-YBIQI,0,0,-1.102211905135709,1,-1.3810726526070662,-0.9615904950517885,0,0,0,0,0,0,0,0,0,0,1,0
6728-DKUCO,0,0,1.6506044113476424,1,1.3345618134868715,2.216908671728586,0,1,0,0,1,0,1,0,0,0,1,0
9750-BOOHV,0,0,0.007131983596387677,0,-1.0794110657034566,-0.5964504275018018,0,0,0,0,1,0,0,1,0,0,0,1
8597-CWYHH,0,0,0.4590869012279827,0,1.0012716723757806,0.7245980506189516,0,1,0,0,0,0,1,1,0,0,1,0
2848-YXSMW,0,1,1.6506044113476424,0,-1.5222108246081913,-0.404227316226469,0,0,1,1,0,1,0,0,1,0,1,0
0486-HECZI,0,1,0.952128629553359,1,1.0828937477499254,1.3060332467079745,1,1,0,0,1,0,1,0,0,0,1,0
4549-ZDQYY,0,0,0.8288681974720149,0,-0.23666313746541304,0.33668775225673536,0,1,0,0,1,0,0,1,0,1,0,0
5712-AHQNN,0,0,0.4590869012279827,1,0.9094468375798682,0.7390721508251749,0,1,0,0,0,0,1,0,0,0,1,0
4846-WHAFZ,1,1,0.2125660370652945,1,0.3942074867805799,0.2598602874426044,1,1,0,0,0,0,0,0,0,0,1,0
5256-SKJGO,0,1,1.3219099257973914,1,-0.35059395100849,0.5049271029769389,0,0,0,0,0,0,1,0,1,0,1,0
3071-VBYPO,0,0,-1.184385526523272,0,0.8482302810492593,-0.8961922739980595,0,1,0,0,1,0,1,0,0,0,1,0
9560-BBZXK,0,0,0.17147922637151314,0,-1.1515105656172846,-0.5087673875330033,0,1,0,0,1,0,0,0,1,0,0,0
5299-RULOA,0,1,-0.8967778516668024,1,1.2019259410038863,-0.5359945821282467,1,1,0,0,1,0,1,0,0,0,1,0
8402-OOOHJ,0,0,0.37691327984041995,0,-1.2106865702635392,-0.6372691552175233,0,0,1,1,0,1,0,0,1,0,0,1
9445-ZUEQE,0,1,-0.19830206987251914,1,0.6900875100118543,-0.05634143520280367,0,1,0,0,0,0,0,0,0,0,1,0
1091-SOZGA,0,1,0.9932154402471404,1,1.186621801871234,1.42807021048941,0,1,0,0,0,0,1,1,0,1,0,0
2928-HLDBA,0,0,-1.0611250944419277,0,-1.503505765668283,-0.9560523865887365,0,0,1,1,0,1,0,0,0,0,0,1
0404-SWRVG,0,0,-1.184385526523272,1,0.06669890934182415,-0.9045104687812091,1,1,0,0,0,0,0,0,0,0,1,0
6497-TILVL,0,0,-0.7242132467529206,0,-0.29583914211166795,-0.8512034168021914,0,0,0,0,1,0,0,0,0,0,0,1
7219-TLZHO,0,1,-1.1432987158294905,0,-1.3926357799517366,-0.9780503712009387,0,0,1,1,0,1,0,0,0,0,0,1
4622-YNKIJ,0,0,0.04821879429016904,1,0.8176220027839554,0.33024501253079447,0,1,0,0,1,0,1,0,0,0,1,0
4412-YLTKF,1,0,-0.19830206987251914,1,0.512219404092364,-0.06344610024305354,1,1,0,0,0,0,0,0,0,0,1,0
6734-PSBAW,0,1,1.6506044113476424,1,-1.4065795511614865,-0.24505634231229875,0,0,1,1,0,1,0,0,1,0,1,0
3930-ZGWVE,0,0,-1.2665591479108347,0,-1.5358145038372155,-0.9970917560758943,0,0,1,1,0,1,0,0,0,0,0,1
2639-UGMAZ,1,0,1.609517600653861,1,-0.2876769345742534,0.7528622615399456,0,0,0,0,1,0,1,1,0,0,1,0
2876-GZYZC,0,0,-0.7735174195854582,1,0.7155944085662745,-0.46936076715447433,0,1,0,0,0,0,0,0,0,0,1,0
6207-WIOLX,0,1,-0.28047569126008187,1,-0.2145571587182489,-0.3427123903500195,1,0,0,0,1,0,1,0,0,1,0,0
8587-XYZSF,0,0,0.86173764602704,0,-0.48833120320235923,0.43282137207154536,0,0,0,0,0,0,0,0,1,0,0,0
3091-FYHKI,0,0,-1.2665591479108347,1,-1.0018700940980192,-0.9901636044527935,1,1,0,0,0,0,0,0,0,0,1,0
2372-HWUHI,0,0,-1.2254723372170533,0,-0.6991882312522327,-0.9699528181892254,1,0,0,0,0,0,0,0,0,0,1,0
7799-LGRDP,0,0,0.4590869012279827,1,-1.3334597753054818,-0.481474000406329,0,0,1,1,0,1,0,0,1,1,0,0
7850-VWJUU,0,0,-0.3626493126476446,1,0.34319368967173947,-0.22098432504859492,0,1,0,0,0,0,0,0,0,0,0,0
3774-VBNXY,0,1,1.3219099257973914,1,-1.5205103647045632,-0.44195705914208183,0,0,1,1,0,1,0,0,0,0,0,1
6217-KDYWC,0,0,1.0343022509409217,1,-1.5409158835480994,-0.48926265493803156,0,0,1,1,0,1,0,0,1,0,0,1
0390-DCFDQ,1,1,-1.2665591479108347,1,0.18845183844159036,-0.9747186804522503,1,1,0,0,0,0,0,0,0,0,0,1
3146-MSEGF,1,1,1.6506044113476424,1,0.7870137245186509,1.8297264912121094,0,0,0,0,0,0,1,0,1,1,0,0
4080-OGPJL,0,0,-0.978951473054365,0,0.21225827709238262,-0.7570776371074518,1,0,0,0,1,0,0,0,0,0,1,0
1095-WGNGG,0,1,1.1986494937160472,1,1.2291332994619344,1.6292072493307708,0,1,0,0,0,0,1,0,1,0,0,0
2636-SJDOU,0,0,1.3219099257973914,1,0.6594792317465499,1.328163616383039,0,1,0,0,1,0,0,0,0,1,0,0
1131-QQZEB,1,1,1.609517600653861,0,-1.3929758719324623,-0.2308249480546553,0,0,1,1,0,1,0,0,0,0,0,0
5716-EZXZN,0,1,1.3629967364911728,1,1.161114903316814,1.8257770035033996,0,1,0,0,1,0,1,0,1,1,0,0
6837-BJYDQ,0,0,-1.184385526523272,1,-1.4980642939766735,-0.9787343606923915,0,0,1,1,0,1,0,1,0,0,1,0
2135-RXIHG,0,0,-1.2665591479108347,1,-0.654636181777179,-0.9856625123154923,1,1,0,0,0,0,0,0,0,0,1,0
6440-DKQGE,0,0,-0.4859097447289887,0,-0.013902890090143352,-0.1541519324805298,0,0,0,0,0,0,1,0,0,1,0,0
3466-BYAVD,0,1,-0.52699655542277,1,0.156143100272658,-0.5330159182138562,0,0,0,0,0,0,0,0,0,0,0,1
3780-YVMFA,0,1,-0.978951473054365,1,0.12383436210372564,-0.756768738627441,0,0,0,0,0,0,1,0,0,0,1,0
3874-EQOEP,0,0,-1.0200382837481463,1,1.0233776511229449,-0.7165457436945976,1,1,0,0,0,0,1,0,0,0,1,0
1679-JRFBR,0,1,1.5684307899600796,1,1.4705986057771125,2.4938140948811833,0,1,0,0,1,0,1,1,0,1,0,0
9073-ZZIAY,0,1,1.2397363044098286,0,0.7206957882771583,1.2955968909190363,0,1,0,0,1,0,1,0,0,0,1,0
3077-RSNTJ,0,1,-1.0611250944419277,0,-1.5375149637408434,-0.955721423931582,0,0,1,1,0,1,0,0,0,0,0,1
6551-GNYDG,0,1,-0.7570826953079456,1,0.5438479582998452,-0.4970954378240214,0,1,0,0,0,0,0,0,0,0,0,0
9167-APMXZ,0,0,-0.40373612334142595,1,0.6543778520356661,-0.2018105551107776,0,1,0,0,0,0,1,0,0,0,0,0
2749-CTKAJ,0,1,-1.0857771808581964,0,-1.5222108246081913,-0.8205121463953974,0,0,1,1,0,1,0,1,0,0,0,1
6371-NZYEG,0,1,-0.6502569875041141,0,-0.02240518960828342,-0.5539327581460206,0,1,0,0,1,0,1,0,0,0,0,1
7554-NEWDD,0,0,-0.8967778516668024,0,-1.3334597753054818,-0.894780166660867,0,0,1,1,0,1,0,0,1,0,0,0
8992-VONJD,0,0,-0.7735174195854582,1,-0.30298107370690563,-0.6684237733443336,0,0,0,0,0,0,0,0,0,0,1,0
0867-MKZVY,0,1,-0.4859097447289887,1,0.5948617554086857,-0.30312925655434153,1,1,0,0,1,0,0,0,0,0,1,0
4482-EWFMI,0,0,-1.2254723372170533,1,0.16294493988717015,-0.9461455710512452,0,1,0,0,0,0,0,0,0,0,1,0
4648-YPBTM,0,0,0.8699550081657963,1,0.3057835717919234,0.7409034775280964,0,0,0,0,0,0,0,0,1,0,0,0
2907-ILJBN,0,1,-0.855691040973021,1,-1.506906685475539,-0.9025908853697131,0,0,1,1,0,1,0,1,0,0,0,1
6345-FZOQH,0,1,1.5273439792662982,0,-1.5307131241263314,-0.40413905951789447,0,0,1,1,0,1,0,0,1,0,0,1
3376-BMGFE,0,0,-0.8885604895280461,1,0.20375597757424257,-0.885336698843392,1,1,0,0,0,0,0,0,0,0,1,0
5997-OPVFA,0,1,1.6506044113476424,1,0.8210229225912112,1.7541787486723095,0,0,0,0,1,0,1,0,1,0,0,0
3445-HXXGF,1,0,1.075389061634703,1,-0.6668794930833006,0.16412382281637966,1,0,0,0,0,0,0,0,0,0,1,0
1159-WFSGR,0,1,-0.6502569875041141,1,-1.0181945091728482,-0.8639785753683549,0,0,1,1,0,1,0,0,0,0,1,0
7654-YWJUF,0,1,0.4590869012279827,1,0.657778771842922,0.5560056730644498,0,1,0,0,1,0,0,1,0,0,0,0
1875-QIVME,0,1,-1.2254723372170533,1,1.3430641130050116,-0.8986634618381464,1,1,0,0,0,0,1,0,0,0,1,0
6727-IOTLZ,0,0,-0.7324306088916769,0,0.5795576162760334,-0.4843202792578577,0,1,0,0,0,0,1,0,1,0,0,1
0691-JVSYA,0,1,0.8699550081657963,1,1.0182762714120606,1.2006988650242696,1,1,0,0,0,0,1,1,0,0,0,0
5918-VUKWP,0,0,0.007131983596387677,0,-1.5086071453791674,-0.7169649630603266,0,0,1,1,0,1,0,1,0,0,0,0
1744-JHKYS,0,0,0.0893056049839504,1,-1.367468973378042,-0.6615176858983762,0,0,1,1,0,1,0,0,0,0,1,0
2656-FMOKZ,1,0,-0.6913437981978955,1,0.3942074867805799,-0.5002285509784172,1,1,0,0,0,0,0,0,0,0,0,1
2070-FNEXE,1,0,-1.0200382837481463,0,0.392507026876952,-0.7835767138569554,1,1,0,0,1,0,0,0,0,0,1,0
5947-SGKCL,0,1,-0.6913437981978955,1,1.3753728511739436,-0.3177357418234267,0,1,0,0,0,0,1,0,0,0,1,0
3712-PKXZA,0,1,1.1986494937160472,1,-1.5086071453791674,-0.45332011037105296,0,0,1,1,0,1,0,0,0,0,1,0
6317-YPKDH,0,0,-1.2665591479108347,0,-1.1889206834971007,-0.9925906639385932,1,0,0,0,0,0,0,0,0,0,0,0
6582-OIVSP,0,0,-1.2665591479108347,0,-0.8365853914653767,-0.9858169615554976,0,0,0,0,0,0,0,0,0,0,1,0
9367-WXLCH,0,0,-0.978951473054365,0,0.6662810713610621,-0.713390566363058,1,1,0,0,0,0,0,0,0,0,1,0
5524-KHNJP,0,1,0.04821879429016904,1,0.33469139015359944,0.07679380968187945,0,0,0,0,1,0,1,1,0,1,0,0
1918-ZBFQJ,0,0,-0.7735174195854582,1,0.4877327814801206,-0.5152542556132315,1,1,0,0,0,0,0,0,0,0,1,0
1024-GUALD,0,0,-1.2665591479108347,1,-1.364068053570786,-0.9948632741843872,1,0,0,0,0,0,0,0,0,0,1,0
4827-USJHP,0,0,-0.2393888805663005,1,-0.4458197056116589,-0.5539989506774515,0,1,0,0,0,0,0,0,0,0,0,1
8167-GJLRN,0,0,-1.184385526523272,0,-1.1736165443644486,-0.96955566300064,0,0,0,0,0,0,0,0,0,0,1,0
0956-SYCWG,0,0,-0.7735174195854582,1,-1.5392154236444715,-0.8977808947524011,0,0,1,1,0,1,0,1,0,0,1,0
8017-UVSZU,0,1,0.3358264691466386,0,-0.28257555486336944,0.04405057080072759,0,1,0,0,0,0,0,0,0,1,0,0
7100-FQPRV,0,0,0.4590869012279827,1,0.12927583379533567,0.3945400247273417,0,0,0,0,0,0,0,1,0,1,0,0
2472-OVKUP,0,1,-1.0611250944419277,1,0.8873408588327039,-0.7714855447822444,1,1,0,0,0,0,0,0,0,0,1,0
2984-RGEYA,0,1,1.5273439792662982,1,-1.0868930892794197,-0.39886572118056607,0,0,1,1,0,1,0,0,0,0,0,0
9680-NIAUV,0,1,1.6341696870701297,0,1.523312862789581,2.5815191990271256,0,1,0,0,1,0,1,0,0,0,1,0
2146-EGVDT,0,1,1.1164758723284844,1,-1.5511186429698676,-0.479488224463402,0,0,1,1,0,1,0,0,1,1,0,0
2604-IJPDU,0,1,-0.4859097447289887,1,1.0760919081354132,-0.16664025674382618,0,1,0,0,0,0,1,0,0,0,1,0
9178-JHUVJ,0,1,-0.3215625019538632,1,-1.3878744922215782,-0.746597152964226,0,0,1,1,0,1,0,0,1,0,0,0
6168-YBYNP,0,0,1.1164758723284844,1,1.5794280396093052,1.8712512725964274,0,1,0,0,0,0,1,0,0,0,1,0
7255-SSFBC,0,1,1.6506044113476424,1,1.6100363178746095,2.542840696494336,0,1,0,0,0,0,1,0,1,0,0,0
3645-DEYGF,0,0,-1.2665591479108347,0,-1.5028255817068321,-0.9966504725330216,0,0,1,1,0,1,0,0,0,0,0,1
9323-HGFWY,0,1,-0.19830206987251914,1,1.258041117823611,0.1773402649254161,0,1,0,0,1,0,1,1,0,1,0,0
8544-GOQSH,0,0,-0.30512777767635074,1,-0.37201974579420327,-0.5149674213103643,0,1,0,0,0,0,0,0,0,1,0,0
3363-DTIVD,0,1,1.609517600653861,0,1.3821746907884556,2.2621181706958904,0,1,0,0,1,0,1,0,1,0,1,0
